                                                  Ordered by
                    Structure         TotalE     NoInterHelVDW     NoAllVDW        InterHB
    120_120_330_240_90_300_30         4211.1          114.9          421.1          -81.2
      120_120_330_0_30_150_30       417384.8          114.9          417.8          -75.5
  120_120_330_180_150_150_180         4845.4          115.0          380.8          -95.6
      90_150_0_210_120_300_90       281667.8          115.0          446.9          -60.9
   150_210_270_210_270_240_90       123170.8          115.0          407.9          -61.8
      90_180_330_0_90_150_180          868.0          115.0          403.9          -70.9
      120_120_330_0_0_300_210         6551.0          115.0          416.7          -79.5
    180_120_330_240_90_210_90         2258.2          115.1          408.7          -71.6
     90_150_330_240_90_300_90         2381.0          115.1          441.9          -87.7
     120_120_330_0_30_270_330       417291.2          115.1          422.5          -73.1
      210_300_330_0_90_210_60        11005.4          115.1          443.9          -52.6
     120_120_330_0_180_330_60         4556.5          115.1          430.8          -68.3
    90_150_330_240_240_180_90         4771.6          115.1          432.5          -80.4
   120_120_330_180_90_240_330         5203.4          115.1          404.8          -85.6
    150_150_330_240_90_210_90         2599.2          115.2          404.1          -71.6
   120_120_330_180_150_120_90         5323.0          115.2          404.3          -94.5
    90_150_330_180_150_120_90         3295.2          115.3          423.7          -93.2
      90_150_30_330_90_300_90      1894491.6          115.3          463.2          -48.0
     120_120_330_0_90_240_150         3588.1          115.3          436.5          -72.2
     150_150_330_0_90_180_120         1362.3          115.3          435.3          -61.0
      90_150_0_240_240_180_90       105086.7          115.3          430.1          -54.3
   180_180_330_180_150_120_30         3090.3          115.3          402.8          -80.8
  120_120_330_180_150_180_180         4837.4          115.4          376.0          -83.3
   150_150_240_150_150_300_90        60919.2          115.4          435.8          -48.6
      90_150_0_120_240_180_90       106925.6          115.5          434.1          -75.4
     180_120_330_0_90_330_330          800.1          115.5          427.8          -62.2
  120_120_330_180_150_150_120         4872.6          115.5          388.7          -99.9
     120_120_330_90_60_270_60        17975.4          115.5          396.9          -81.0
   180_150_240_150_150_240_90        60877.8          115.6          430.6          -56.0
    120_120_330_0_180_180_210         4825.5          115.6          397.9          -84.4
  120_120_330_240_150_120_240         4797.3          115.7          400.6         -102.9
     180_150_30_330_90_180_90      1894058.4          115.7          455.9          -29.5
   120_120_330_240_90_150_240         5177.0          115.7          410.4          -84.7
     120_120_330_0_60_150_210         5887.7          115.8          404.9          -79.2
     180_150_330_0_90_210_330         2019.9          115.8          423.0          -71.7
     150_150_330_0_90_150_120         1163.7          115.8          431.0          -70.7
   120_120_330_180_150_150_60         4833.8          115.8          384.5          -91.7
     120_120_330_90_90_240_90        16517.7          115.8          401.3          -80.8
   150_150_240_150_120_240_90        61891.9          115.9          399.3          -46.2
       180_120_330_0_60_120_0         3089.9          115.9          439.6          -64.4
     90_150_240_150_90_210_60        64450.0          115.9          446.9          -45.9
     120_120_330_0_30_150_210       417413.0          116.0          408.4          -78.8
      180_150_330_0_90_210_90         1984.7          116.0          424.1          -69.9
     180_120_330_0_60_150_120         3145.9          116.1          418.7          -68.2
    90_120_330_180_150_180_90         2282.7          116.1          366.6          -87.7
      120_120_330_0_0_300_330         6546.8          116.1          419.2          -81.8
      150_150_330_0_90_300_30         1190.8          116.1          433.4          -69.8
   120_120_330_270_150_120_60         4538.5          116.1          421.9          -76.8
   120_120_330_90_150_120_210        16986.1          116.2          403.2          -96.0
     180_120_330_0_90_240_240          900.1          116.2          423.4          -63.3
     120_120_330_0_180_300_30         4704.6          116.3          434.8          -79.7
     180_120_330_0_30_150_120       414671.2          116.3          422.2          -67.8
     120_120_330_0_120_300_30         5602.8          116.3          399.3          -81.0
  180_150_240_150_150_180_330        60861.9          116.3          439.5          -46.2
    120_120_330_90_90_210_330        17313.1          116.3          387.6          -74.1
     180_120_330_0_180_150_90         2048.3          116.3          412.5          -69.1
   120_120_330_240_90_300_180         4187.7          116.4          424.6          -76.0
    120_120_330_0_150_120_240         4284.9          116.4          402.7          -95.7
      90_150_0_240_120_300_90       273567.5          116.4          432.2          -58.4
    120_120_330_0_120_270_330         5547.0          116.4          391.3          -80.3
     120_120_330_240_90_240_0         4193.2          116.4          429.5          -76.8
     120_120_330_0_90_270_330         3641.6          116.4          406.2          -76.0
   180_120_330_90_150_180_120        13787.3          116.4          403.2          -66.7
       90_180_330_0_90_210_90         1725.3          116.5          415.6          -66.6
      180_120_330_0_60_330_90         3055.6          116.5          438.6          -64.2
  150_240_330_240_150_180_120         1701.1          116.5          434.3          -68.9
  120_120_330_240_150_120_180         4617.2          116.6          410.0          -95.4
    180_120_330_0_180_150_150        11528.3          116.6          426.3          -60.4
   180_120_330_240_90_210_330         2268.2          116.6          407.8          -69.9
     90_120_330_240_90_210_60         2716.1          116.7          375.7          -79.8
     120_120_330_0_90_210_210         4421.6          116.7          379.2          -71.9
      120_120_330_0_0_180_330         6612.2          116.7          411.9          -82.8
     150_150_330_0_90_180_330         1357.8          116.7          430.8          -68.2
  120_120_330_180_150_120_330         5317.8          116.8          401.1         -101.1
     180_120_330_0_60_120_240         3224.7          116.8          429.6          -65.6
      120_120_330_0_0_330_330         6560.0          116.8          410.5          -91.0
     90_150_330_330_90_210_60         2515.8          116.8          425.5          -63.5
    90_150_240_150_330_270_90        63753.9          116.8          449.9          -43.6
  180_150_240_150_150_180_120        60889.2          116.8          442.6          -38.2
     180_150_330_0_150_180_90         1206.9          116.8          415.0          -73.5
    120_120_330_240_150_150_0         4207.3          116.9          396.5          -93.4
      180_180_330_0_60_120_30         3824.5          116.9          424.8          -65.8
    150_150_30_330_90_180_120      1894117.1          116.9          453.4          -26.3
    210_300_330_240_90_210_60         4697.0          117.0          442.3          -60.3
    120_120_330_180_90_180_90         5346.1          117.0          407.4          -72.6
    120_120_330_240_60_270_60         4133.5          117.0          412.9          -81.5
     90_150_330_180_90_180_90         3318.2          117.0          426.8          -71.3
    120_120_330_90_150_180_30        16471.1          117.0          382.4          -84.9
  120_120_330_180_150_240_330         4886.3          117.0          401.8          -96.9
      120_120_330_90_90_150_0        16501.0          117.1          401.1          -72.8
     120_210_30_330_90_210_60      1894627.0          117.1          446.3          -57.2
  150_150_330_180_150_180_150         2192.5          117.2          401.4          -69.1
     150_150_330_0_90_300_330         1183.1          117.2          435.9          -76.0
     180_150_0_210_240_180_90       106814.3          117.2          444.9          -46.0
       90_150_330_0_90_240_60         1800.6          117.2          449.7          -81.6
  150_150_240_150_120_300_210        61819.7          117.2          411.4          -46.0
    120_120_330_240_90_240_30         7345.5          117.3          422.9          -82.2
    120_120_330_0_150_120_180         4104.8          117.3          412.0          -88.2
    120_120_330_240_90_210_30         5003.6          117.3          412.7          -73.7
      90_180_330_0_150_180_90          947.5          117.3          406.5          -70.2
     120_120_330_0_60_150_150         5886.4          117.3          422.9          -68.8
     120_120_30_330_90_210_60      1897621.0          117.3          434.0          -54.2
    150_150_330_180_90_210_60         3591.3          117.3          409.9          -72.3
    180_120_330_0_180_270_330         1832.0          117.4          424.3          -72.6
    90_150_330_150_150_180_90         1671.0          117.4          424.1          -67.6
    150_240_330_240_90_210_60         2728.3          117.4          439.6          -64.7
      90_150_0_180_150_180_90         1593.1          117.4          427.0          -67.3
      90_150_330_0_90_210_330         2637.9          117.4          432.8          -80.2
  120_120_330_180_150_120_120         5331.0          117.5          390.6          -97.5
       90_150_330_0_90_300_60         1786.6          117.5          451.1          -81.9
     120_120_330_0_60_270_180         5783.6          117.5          421.0          -69.4
       90_150_330_0_90_150_60         1787.7          117.5          441.7          -77.2
     120_120_330_0_30_150_150       417411.7          117.5          426.4          -68.4
   120_120_330_180_150_210_60         5159.4          117.5          378.5          -88.3
     120_120_330_0_90_330_180         3556.0          117.5          430.3          -62.0
       90_180_330_0_60_270_60         3109.3          117.5          419.5          -66.7
     180_150_330_0_180_180_90         2177.0          117.5          431.5          -78.9
      120_120_330_0_150_150_0         3694.9          117.6          398.6          -86.2
     120_120_330_0_90_180_180         3763.2          117.6          411.9          -64.0
     180_120_330_0_90_300_120          874.2          117.6          436.2          -57.9
   120_120_330_270_150_120_30         4573.0          117.6          420.3          -84.4
  180_180_330_180_150_180_150        12065.0          117.7          402.3          -63.3
    90_150_240_120_150_180_90       559080.9          117.7          436.7          -56.4
   150_210_330_180_150_180_90         2285.6          117.7          386.5          -68.9
    120_120_330_0_180_300_180         4681.1          117.7          438.3          -74.5
     150_210_0_180_150_180_90          721.5          117.7          410.0          -76.1
    120_120_330_0_120_300_180         5579.3          117.7          402.8          -75.8
     150_150_330_0_90_150_210         1194.2          117.7          418.2          -76.8
     90_180_330_0_180_150_180         2101.7          117.8          396.0          -79.1
     120_120_330_90_90_210_90        17327.7          117.8          393.6          -74.0
    150_150_30_330_90_210_330      1894765.1          117.8          440.0          -35.6
   150_150_330_240_150_180_30         1755.3          117.9          395.3          -77.9
     150_150_0_300_240_180_90       104656.1          117.9          416.8          -47.0
   90_150_240_150_150_180_330        61479.9          117.9          449.3          -54.7
     120_120_330_0_60_240_120         6490.1          118.0          422.0          -69.6
      120_120_330_0_90_90_240         5485.8          118.0          412.1          -79.5
      90_180_330_0_180_180_90         1917.6          118.0          423.0          -75.6
     120_120_330_0_60_330_120         5830.1          118.0          421.6          -73.2
   120_120_330_240_150_180_60         4162.8          118.0          397.2          -76.6
     150_150_330_0_90_150_330         1255.0          118.2          422.5          -74.2
   90_150_240_150_150_180_120        61500.7          118.2          456.7          -50.3
    150_150_30_330_90_240_330      1893955.5          118.2          455.7          -41.1
       180_120_330_0_0_180_90         3852.8          118.2          419.4          -72.6
    150_150_330_90_150_180_90        21721.7          118.3          391.0          -71.4
       90_120_330_0_90_180_90         1208.5          118.3          402.6          -68.4
    90_150_240_180_150_180_90        58798.6          118.3          427.4          -57.4
       90_150_330_0_90_150_90         1765.6          118.3          433.4          -77.3
    120_120_330_240_150_120_0         4698.0          118.4          418.6          -91.9
     150_240_30_330_90_210_90      1894633.0          118.4          447.2          -45.7
   150_150_330_180_150_120_60         2672.5          118.4          416.7          -89.7
      150_150_330_0_90_240_30         4325.2          118.5          435.2          -70.8
     120_120_330_0_180_240_90         4582.1          118.5          434.4          -75.1
      150_150_330_0_90_210_30         1983.3          118.5          425.0          -62.3
     180_120_330_0_60_120_330         3073.9          118.5          437.5          -69.7
    150_150_0_300_120_300_210       273114.0          118.5          426.9          -54.1
    150_150_330_0_180_150_120         2397.3          118.5          423.1          -78.9
       90_150_330_0_60_210_60         4846.6          118.5          440.7          -88.0
  150_150_240_150_150_240_120        60887.6          118.5          432.3          -49.8
    90_150_150_180_150_180_90         5492.1          118.5          443.7          -65.6
     180_150_330_0_90_180_330         1359.8          118.6          439.8          -68.5
    120_120_330_90_90_300_210        16482.6          118.6          407.1          -76.4
     150_210_0_240_240_180_90       104154.8          118.7          425.6          -59.8
     120_120_330_0_150_180_60         3650.4          118.7          399.3          -69.4
  120_120_330_180_150_150_240         5858.3          118.7          384.3         -102.9
      120_120_330_0_0_270_330         6557.1          118.7          408.3          -82.8
       90_150_330_0_60_120_90         4005.6          118.8          448.7          -81.3
      120_120_330_0_90_330_60         3544.2          118.8          431.1          -60.3
    120_120_330_90_60_120_210        18031.5          118.8          408.5          -86.7
    120_120_330_0_120_240_330         5637.3          118.8          404.2          -76.5
  120_120_330_240_240_180_330         6570.5          118.8          414.0          -81.8
     180_120_330_0_90_300_210          862.8          118.8          445.1          -60.1
    150_150_30_330_90_240_120      1893921.9          118.9          454.2          -34.6
     120_120_0_210_240_180_90       110774.9          118.9          442.3          -63.9
    150_240_330_240_90_180_90         1838.3          118.9          439.2          -57.6
      210_210_330_0_90_210_60         2284.1          118.9          419.0          -47.7
   150_150_330_240_90_240_330         1829.3          118.9          430.4          -78.0
      120_120_330_0_90_90_210         5500.6          118.9          409.0          -75.9
     180_120_330_0_60_120_120         3093.3          118.9          425.1          -64.3
      180_120_330_0_60_150_60         3091.3          118.9          416.3          -62.0
     180_120_330_0_60_150_180         3863.4          119.0          411.0          -68.0
      90_150_0_210_240_300_90       107459.5          119.0          457.1          -53.1
       120_120_330_0_0_300_60         6535.8          119.0          421.1          -76.8
      90_180_330_0_60_330_180         3111.0          119.1          420.4          -72.8
     180_150_330_0_90_300_330         1185.1          119.1          444.9          -76.3
     180_180_330_0_90_150_180         2339.1          119.1          420.4          -65.8
      120_120_330_0_150_120_0         4185.6          119.1          420.7          -84.7
    180_180_330_180_90_210_60         3989.2          119.1          407.8          -59.1
    120_120_330_90_90_180_330        16653.0          119.1          404.4          -70.9
      180_120_330_0_30_150_60       414616.6          119.1          419.8          -61.6
     180_120_330_0_30_150_180       415388.7          119.2          414.4          -67.6
  120_120_330_240_240_270_330         6555.3          119.2          420.4          -83.9
    120_120_330_180_90_240_90         5216.6          119.2          403.2          -85.8
     90_150_330_180_90_240_90         3188.7          119.2          422.6          -84.5
     180_120_330_0_90_210_270         1678.9          119.2          433.4          -49.2
     180_150_30_330_90_210_90      1894730.9          119.2          449.2          -34.1
   180_120_330_240_90_240_120         1480.8          119.3          424.0          -72.6
    150_150_0_210_120_300_210       281061.9          119.3          436.4          -47.9
      120_120_330_0_0_180_120         6665.0          119.3          418.0          -79.4
    120_120_330_90_90_240_120        16519.5          119.3          405.8          -78.6
      120_120_330_0_90_90_180         5810.6          119.3          419.3          -76.0
     120_120_330_0_90_240_270         3569.3          119.4          441.9          -66.7
   180_120_330_240_90_180_330         1608.1          119.4          424.6          -66.7
    150_150_30_330_90_300_210      1893885.7          119.4          450.5          -34.7
     180_120_330_90_150_180_0        13730.1          119.4          402.7          -72.7
      90_180_330_0_90_300_180          891.6          119.4          421.6          -69.5
        120_120_330_0_90_60_0         3605.5          119.4          421.0          -75.1
     120_120_330_0_180_180_60         4620.5          119.4          415.8          -74.8
       120_120_330_0_0_300_90         6558.5          119.5          425.5          -84.4
  150_150_240_150_150_300_210        60939.2          119.5          443.8          -43.2
     120_120_180_90_90_210_60         6196.8          119.5          393.3          -74.8
  150_150_330_240_150_180_210         1971.6          119.5          388.1          -80.9
    120_120_330_90_90_300_330        16478.3          119.6          409.5          -78.7
     150_150_0_300_120_300_90       273100.5          119.6          421.7          -58.3
        120_120_330_0_0_180_0         6637.2          119.6          418.0          -81.8
     120_120_330_240_90_210_0         4968.5          119.6          408.7          -73.1
      120_120_330_0_30_210_60       417653.5          119.7          401.2          -67.7
    180_150_30_330_90_210_330      1894767.1          119.7          449.1          -35.9
      120_120_330_0_30_270_60       417317.5          119.7          422.5          -69.4
     180_120_330_240_90_150_0         1432.8          119.7          418.7          -70.4
   120_120_330_180_90_210_330         6012.0          119.7          389.5          -79.1
     150_210_0_240_120_300_90       272635.5          119.7          427.7          -63.9
     180_180_330_0_90_210_150        11809.4          119.8          419.6          -54.8
   120_120_330_240_90_240_240         4227.3          119.8          409.5          -87.7
   180_120_330_240_90_300_330         1433.4          119.9          429.7          -74.5
      180_180_330_0_90_180_90         1759.2          119.9          440.4          -52.8
  180_150_330_240_150_180_120         1815.2          119.9          424.0          -70.8
      120_120_330_0_60_150_90         5856.0          119.9          411.5          -72.5
     180_150_330_0_90_150_330         1256.9          120.0          431.5          -74.5
    180_150_30_330_90_240_330      1893957.5          120.1          464.8          -41.4
     150_240_0_240_240_180_90       104252.9          120.1          438.3          -47.2
      150_240_330_0_90_210_60         2139.0          120.1          438.6          -57.1
    180_150_330_180_90_210_60         3579.5          120.1          414.9          -71.7
      120_120_330_0_30_150_90       417381.3          120.1          414.9          -72.1
     150_240_0_210_240_180_90       106656.8          120.1          448.4          -49.3
   180_180_330_180_150_120_60         3070.4          120.2          414.6          -76.5
      120_120_330_0_90_30_210         3756.2          120.2          421.7          -68.8
      90_150_330_0_90_180_330         1977.8          120.2          449.7          -77.0
      90_150_330_0_180_150_60         3021.3          120.2          433.8          -85.4
   120_120_330_240_60_120_210         4189.5          120.2          424.6          -87.2
      90_150_0_240_150_180_90         1287.8          120.2          414.0          -50.8
   150_270_330_180_150_180_90         2194.7          120.3          393.6          -60.8
    180_120_330_240_90_300_90         1420.5          120.3          430.9          -78.9
    150_150_330_0_150_180_120         1265.0          120.3          414.3          -71.0
   180_120_330_240_240_180_90         3811.1          120.3          421.5          -71.6
     150_150_0_210_120_300_90       281048.4          120.4          431.2          -52.1
  120_120_330_240_150_150_330         4256.5          120.4          391.6          -97.5
     120_120_330_180_90_150_0         5199.8          120.4          403.0          -77.8
     180_120_330_0_60_240_330         3746.1          120.4          430.6          -62.9
    150_150_330_0_180_150_210         2427.9          120.5          410.3          -85.0
    150_150_330_240_90_300_90         1761.6          120.5          426.3          -78.9
      120_120_330_90_60_330_0        18037.6          120.5          413.1          -80.8
     90_150_240_150_90_300_90        63366.7          120.5          457.8          -50.5
   150_150_330_240_240_180_90         4152.2          120.5          416.9          -71.6
       90_120_330_0_90_240_90         1079.0          120.5          398.4          -81.6
     180_120_330_0_180_210_90         1879.5          120.6          413.0          -77.9
    120_120_330_90_90_150_330        16550.2          120.6          396.1          -76.9
     180_120_330_90_90_180_90        13893.6          120.6          411.9          -60.7
   150_150_330_180_150_120_90         2675.7          120.6          408.0          -84.4
     150_150_30_330_90_300_90      1893872.2          120.7          447.5          -39.2
     180_330_180_90_90_210_60         3457.4          120.7          433.3          -73.0
    150_150_0_240_120_300_210       272961.6          120.7          421.8          -45.4
    120_120_330_0_270_240_330        25520.5          120.7          395.5          -80.2
      90_150_330_0_90_300_330         1803.1          120.7          454.7          -84.8
     150_150_0_240_240_180_90       104467.3          120.7          414.5          -45.5
   180_150_330_240_90_240_330         1831.3          120.8          439.5          -78.3
    90_150_330_270_150_180_90         2249.3          120.8          431.2          -65.3
   180_120_330_240_90_150_330         1505.2          120.8          416.3          -72.7
   210_330_240_150_150_120_60       141870.8          120.9          428.7          -77.2
    120_120_330_240_90_150_30         4182.2          120.9          420.0          -78.9
     150_150_0_120_240_180_90       106306.2          120.9          418.5          -66.6
     120_120_330_0_60_330_270         5883.3          120.9          450.5          -65.9
    150_240_180_90_90_240_120         4183.3          120.9          455.6          -73.0
    150_150_330_0_180_150_330         2488.6          120.9          414.6          -82.4
    180_120_330_90_60_270_330        15220.1          120.9          408.3          -76.0
     120_120_330_0_180_270_90         4569.3          120.9          428.7          -73.1
      120_120_330_0_60_240_60         6452.0          121.0          426.2          -64.4
     120_120_330_0_120_270_60         5573.3          121.0          391.3          -76.6
  120_120_330_240_150_330_330         4134.2          121.0          418.9          -85.2
      120_120_330_0_90_270_60         3667.9          121.0          406.3          -72.3
      90_150_0_120_150_180_90         2918.4          121.0          425.6          -72.1
    180_120_330_300_90_210_60        37047.2          121.0          428.1          -62.7
     180_120_330_0_60_120_210         3121.4          121.0          447.1          -66.6
   210_210_270_210_270_240_90       123216.9          121.0          425.5          -56.4
    150_150_330_0_180_180_120         2235.1          121.0          430.8          -76.4
      90_150_330_0_180_150_90         2999.3          121.1          425.5          -85.5
    120_120_330_0_150_150_330         3744.1          121.1          393.6          -90.3
   120_120_330_180_150_240_90         4899.5          121.1          400.3          -97.1
    90_150_330_180_150_240_90         2871.6          121.1          419.6          -95.8
    180_120_330_270_90_210_60         7111.7          121.1          421.2          -52.4
    180_120_330_90_150_120_60        14199.8          121.1          405.5          -82.2
    150_240_330_240_90_240_90         1708.8          121.1          435.1          -70.8
     90_150_240_150_90_210_90        64214.4          121.1          442.0          -44.2
    120_120_330_180_90_210_90         6026.5          121.1          395.5          -79.0
     150_240_0_240_120_300_90       272733.6          121.1          440.4          -51.3
     90_150_330_180_90_210_90         3998.6          121.1          414.9          -77.7
       120_120_330_0_0_300_30         6595.5          121.1          422.1          -79.8
    150_150_30_330_90_180_330      1894112.9          121.2          451.7          -34.2
       90_150_330_0_60_330_90         4006.5          121.2          451.5          -80.6
     150_150_330_0_90_210_150         1913.1          121.2          421.8          -63.7
   180_150_330_180_150_120_60         2660.7          121.2          421.7          -89.1
   150_150_330_240_90_150_150         1758.7          121.2          425.2          -66.0
    180_120_330_0_180_300_330         1926.8          121.2          443.4          -73.0
  120_120_330_180_150_180_150         4877.6          121.2          402.9          -78.1
    180_120_330_0_120_300_330         2825.0          121.2          407.9          -74.3
      180_150_330_0_90_300_90         1147.0          121.2          446.2          -77.2
     150_210_0_210_120_300_90       283007.7          121.3          437.8          -66.4
  120_120_330_180_150_300_210         4946.3          121.3          413.9          -86.9
    150_150_30_330_90_210_150      1894660.6          121.3          445.8          -27.8
   90_150_330_240_150_180_120         2426.7          121.3          438.1          -82.9
     90_150_30_330_90_210_330      1895385.1          121.3          458.9          -44.4
      90_150_0_330_120_300_90       281122.6          121.3          444.8          -57.6
     180_180_330_0_180_210_60         2844.7          121.3          415.9          -72.6
    180_150_330_240_90_180_90         1924.1          121.3          437.1          -63.6
  180_120_330_270_150_180_330         1328.5          121.4          426.8          -58.0
     150_240_30_330_90_240_90      1893822.0          121.4          455.4          -51.5
  120_120_330_240_240_180_120         6623.3          121.4          420.1          -78.4
  150_150_240_150_150_240_330        60924.5          121.5          437.1          -56.3
     150_150_330_0_180_210_60         2423.1          121.5          421.1          -88.9
  120_120_330_240_150_150_180         4186.3          121.5          393.8          -93.5
  210_300_330_180_150_180_120         4142.3          121.5          437.1          -54.7
      180_120_330_0_60_240_90         3734.7          121.5          424.0          -64.9
     150_150_330_0_90_210_300         1916.0          121.5          420.2          -61.9
      150_240_330_0_90_180_90         1249.0          121.6          438.2          -50.0
     180_180_330_0_90_240_150        11024.5          121.6          432.9          -65.1
     180_120_330_0_180_300_90         1913.9          121.6          444.6          -77.4
     180_120_330_0_120_300_90         2812.1          121.6          409.1          -78.7
     90_150_330_180_150_180_0         3517.8          121.7          421.9          -82.1
     120_120_330_90_60_210_60        18817.8          121.7          400.5          -83.6
    120_120_330_0_150_330_330         3621.8          121.7          420.9          -78.0
      90_150_330_0_90_150_330         1875.0          121.7          441.3          -83.0
       90_180_330_0_90_300_90          887.6          121.7          437.7          -73.9
      90_150_330_0_90_150_180         1780.2          121.7          429.1          -87.0
   180_120_330_240_90_180_120         1667.1          121.7          428.8          -61.5
     90_150_30_330_90_240_330      1894575.5          121.7          474.6          -49.9
   120_210_270_210_270_240_90       123292.2          121.7          416.7          -62.2
    150_150_330_0_150_180_330         1260.5          121.7          409.8          -78.2
     120_120_330_240_90_300_0         4231.6          121.7          432.5          -81.1
    180_120_330_90_60_330_330        15257.3          121.7          411.7          -78.8
    90_150_240_150_330_300_90        63769.0          121.7          458.3          -48.8
    120_120_330_90_90_150_180        16480.0          121.7          398.3          -72.9
    120_120_330_90_90_180_120        16705.8          121.7          410.5          -67.5
      180_180_330_0_60_120_60         3804.6          121.8          436.5          -61.5
     150_150_0_240_120_300_90       272948.1          121.8          416.6          -49.6
    120_120_330_240_240_180_0         6595.6          121.8          420.1          -80.8
   150_240_330_240_90_150_150         1807.7          121.8          441.5          -59.4
    180_180_330_0_180_150_180         3572.7          121.8          412.6          -74.0
   120_120_330_240_150_120_90         4664.0          121.8          417.3          -92.4
    180_120_330_90_90_240_330        13775.6          121.8          414.4          -71.9
     150_150_330_0_150_120_30         1735.0          121.8          409.5          -91.7
    90_180_330_180_150_120_30         2397.5          121.9          395.4          -86.1
  120_120_330_240_150_180_180         4178.3          121.9          388.9          -81.2
     120_120_330_240_60_330_0         4195.6          121.9          429.2          -81.3
       90_150_330_0_60_330_60         4030.3          121.9          455.2          -81.3
    150_150_0_210_240_180_120       106877.3          121.9          447.1          -42.8
   120_120_330_270_60_270_330         3989.7          121.9          422.7          -67.0
   120_120_330_240_90_150_210         4210.3          121.9          410.6          -82.2
      150_150_330_0_60_120_60         3382.9          121.9          441.6          -77.8
    120_120_330_0_180_240_120         4583.8          121.9          438.8          -72.9
   120_120_330_180_90_300_210         5181.4          121.9          409.0          -81.4
   180_180_330_180_150_180_30         2588.6          122.0          392.6          -67.4
  120_120_330_240_150_150_120         4213.5          122.0          401.6          -97.8
      120_120_330_90_90_180_0        16678.1          122.1          410.5          -69.9
      150_150_330_0_90_150_30         1161.9          122.1          432.3          -67.5
    180_120_330_0_180_210_330         1889.5          122.1          412.1          -76.2
      180_180_330_0_90_240_90         1629.7          122.1          436.2          -66.0
      90_120_330_0_180_210_60         2337.4          122.2          379.9          -86.1
   180_120_330_240_90_150_120         1468.5          122.2          424.4          -71.2
   150_150_240_150_330_270_90        63134.5          122.2          434.2          -34.8
    210_210_0_210_240_180_120       108830.5          122.2          458.3          -54.9
    120_120_330_0_150_150_180         3673.9          122.2          395.8          -86.3
    120_120_330_90_90_150_120        16507.2          122.2          406.1          -77.2
    120_120_330_240_90_180_30         4350.9          122.3          408.0          -79.7
     180_150_30_330_90_240_90      1893920.0          122.3          457.3          -39.9
   180_120_330_180_150_120_90         2569.5          122.3          410.8          -87.6
  120_120_330_180_150_300_330         4942.0          122.3          416.4          -89.2
     120_120_330_90_90_240_60        16481.4          122.3          410.0          -73.4
    150_150_330_0_150_120_210         1752.5          122.3          415.3          -95.4
      120_120_330_0_90_120_60         3780.7          122.3          421.6          -70.8
    150_150_330_180_90_180_90         2698.8          122.4          411.1          -62.5
       90_180_330_0_90_240_60          905.7          122.4          432.2          -62.9
   120_120_330_240_150_150_60         4174.8          122.4          397.4          -89.6
   180_120_330_240_60_270_330         1378.2          122.4          424.4          -76.5
  150_150_330_180_150_150_150         2205.2          122.4          401.0          -81.0
    90_150_330_240_90_240_330         2449.3          122.4          449.3          -86.8
   120_120_330_300_60_270_330        38527.4          122.4          428.3          -71.6
   150_150_330_240_90_240_120         1795.9          122.4          431.8          -72.2
    120_120_330_270_60_120_60         4024.3          122.4          425.4          -63.7
    150_150_330_0_180_180_330         2230.6          122.4          426.3          -83.6
     120_120_330_0_30_330_330       417305.7          122.4          418.0          -70.8
     180_120_330_0_60_270_270         3064.9          122.4          452.5          -48.7
   120_120_330_180_90_180_330         5351.9          122.5          406.3          -75.9
       90_120_330_0_90_210_90         1889.0          122.5          390.7          -74.8
     120_120_330_0_150_120_90         4151.6          122.5          419.3          -85.2
   180_120_330_180_150_120_30         2602.8          122.5          402.0          -95.9
     150_240_90_90_150_180_90         1333.2          122.5          451.6          -49.4
     150_210_0_300_240_180_90       104375.4          122.5          429.0          -61.3
     180_180_330_0_90_210_300         2338.7          122.6          418.7          -48.4
  150_150_240_150_150_180_210        61048.0          122.6          413.4          -47.8
     120_120_330_90_90_300_60        16467.4          122.6          411.4          -73.7
      120_120_330_0_0_300_180         6572.1          122.6          425.6          -74.6
     120_120_330_90_90_150_60        16468.5          122.6          402.0          -69.0
       90_120_330_0_60_120_60         3297.2          122.6          400.5          -75.0
    120_120_330_0_150_180_180         3665.9          122.6          390.9          -74.0
    90_120_330_240_150_180_90         1623.6          122.6          379.6          -85.6
      90_150_30_210_90_210_60       217008.6          122.6          465.4          -53.9
      210_150_330_0_90_210_60         2220.2          122.6          440.7          -66.7
       90_180_330_0_90_300_60          891.6          122.6          433.6          -63.2
       90_180_330_0_90_150_60          892.7          122.6          424.2          -58.5
   120_120_330_180_90_240_120         5218.4          122.7          407.7          -83.6
   120_120_330_270_60_330_330         4026.9          122.7          426.1          -69.8
   90_180_330_180_150_120_180         2341.5          122.7          400.1          -91.0
    180_120_330_180_150_150_0         2114.1          122.7          392.6          -88.6
    120_120_330_0_150_150_120         3701.1          122.7          403.7          -90.6
      120_120_330_0_60_90_330         5811.3          122.7          429.9          -70.8
     120_120_330_0_60_210_330         6412.4          122.8          422.1          -76.0
    180_150_330_0_180_150_330         2490.6          122.8          423.6          -82.7
   150_150_330_150_150_180_90         1051.6          122.8          408.4          -58.8
    150_240_180_90_90_210_150         5045.9          122.8          444.1          -55.8
  210_330_240_150_150_180_120       141458.1          122.8          432.2          -60.0
     120_120_330_0_180_210_30         4624.9          122.8          416.9          -80.0
    150_270_330_240_90_210_60         2736.7          122.8          414.4          -57.1
     150_150_0_180_150_180_90          973.7          122.8          411.3          -58.5
