                                                                  Ordered by
                    Structure         TotalE     NoInterHelVDW     NoAllVDW        InterHB
   120_150_330_180_150_180_90         2749.5          160.9          388.2          -71.9
   150_330_330_90_150_150_150        16531.3          624.8          388.2          -84.1
  120_330_330_180_150_150_210         5638.6          450.4          388.2          -80.4
      90_0_300_150_120_210_90       217486.3          236.5          388.2          -86.9
   90_120_330_180_150_120_180         2782.7          153.6          388.2          -99.7
  120_120_330_240_120_180_330         6240.8          157.0          388.3          -84.0
   150_240_300_150_150_180_90         5998.9          376.3          388.3          -64.5
  120_330_330_180_120_180_270        10316.3          562.5          388.3          -64.4
     150_330_330_0_120_180_90         5574.9          656.0          388.3          -67.2
   150_330_330_180_150_210_60         5271.6          617.4          388.3          -79.7
    120_120_330_0_270_180_240        55373.2         1143.3          388.3          -82.9
    90_120_330_240_180_210_60         2146.6          201.9          388.3          -96.6
     180_120_330_0_270_210_60        22954.3          139.7          388.4          -74.1
      90_120_180_90_90_210_60         3726.9          157.9          388.4          -75.4
       150_150_0_60_0_210_210        57886.8         1781.3          388.4          -61.3
   120_270_300_150_150_180_30        27145.3          416.0          388.4          -66.2
    120_180_330_0_120_180_150         3060.1          377.4          388.4          -77.8
      90_120_330_0_90_210_180         2092.4          186.8          388.4          -69.2
   150_180_330_180_150_180_90         2178.5          131.7          388.5          -67.5
    90_120_270_210_300_210_60         9985.1          310.0          388.5          -68.5
  120_270_300_150_120_180_240        59349.6         1373.3          388.5          -70.3
  120_180_300_150_150_180_210         2369.9          403.2          388.5          -72.0
      90_120_330_0_150_210_60         1518.1          163.2          388.5          -79.6
  120_330_330_180_120_180_180         7604.1          531.8          388.5          -65.2
  150_150_330_120_150_180_210        25478.0          183.4          388.5          -75.4
    90_120_330_240_150_120_60         2153.0          137.4          388.5          -95.6
   150_330_330_90_150_180_150        16518.6          619.6          388.6          -72.2
    120_120_330_90_150_180_90        16451.5           98.6          388.6          -77.3
     90_90_270_210_120_180_90        24070.5          171.3          388.6          -62.7
    120_120_330_0_270_180_210        25850.7          184.0          388.6          -80.5
    90_120_270_210_120_180_90        14024.2          194.7          388.7          -66.3
  120_120_330_180_150_150_120         4872.6          115.5          388.7          -99.9
     90_0_300_150_150_180_180       214846.3          237.2          388.7          -65.8
   150_330_180_240_180_210_90        39010.8          473.9          388.7          -70.4
     120_0_330_180_120_180_90         7593.1          312.0          388.7          -75.4
    120_180_330_0_180_210_210         2042.7          359.4          388.7          -90.9
   150_330_240_150_120_210_90       144020.0          409.6          388.7          -59.8
     150_0_330_180_150_180_30         3693.5          225.2          388.7          -77.7
   120_270_300_150_150_120_30        27616.5          398.3          388.7          -84.2
    90_120_330_180_120_180_30         4366.7          245.3          388.7          -89.5
      180_120_330_0_90_210_60         1837.0           71.0          388.8          -63.0
   150_150_270_60_120_180_210        25889.1          568.5          388.8          -56.9
     90_120_330_0_270_240_180        23080.5          195.6          388.8          -77.6
      150_330_0_240_0_180_150        23764.8         1570.5          388.9          -59.2
    120_150_330_90_150_180_30        22321.2          204.5          388.9          -76.7
  120_120_330_240_150_180_180         4178.3          121.9          388.9          -81.2
      90_120_330_0_270_180_90        23106.6          192.5          388.9          -79.9
     120_120_330_0_120_180_60         5636.5          164.7          388.9          -67.2
        120_150_0_60_0_180_30        57686.0         1744.9          388.9          -70.1
   120_330_330_180_120_180_90         7552.6          485.5          388.9          -63.0
    120_120_330_0_150_180_330         3629.4           94.9          388.9          -77.7
      90_0_300_150_120_180_30       217339.8          248.5          389.0          -72.7
     150_150_330_0_120_180_30         3219.4          174.5          389.0          -76.1
   120_330_240_150_120_180_90       144455.3          205.0          389.0          -44.0
       150_330_0_240_0_180_90        23745.3         1565.7          389.0          -60.4
   120_150_330_240_120_180_30         4422.1          245.0          389.0          -79.1
     90_120_330_90_90_210_240        14824.5          184.7          389.0          -73.1
    150_330_330_90_60_150_150        18087.6          626.5          389.1          -76.3
    180_120_330_180_150_180_0         2073.7          103.0          389.1          -79.1
   150_330_330_150_120_180_90       142852.3          677.1          389.1          -57.5
    120_120_330_0_270_270_330        25614.9          186.1          389.1          -89.2
  120_150_330_120_120_180_210        28136.3          331.8          389.2          -71.2
  120_150_330_240_150_180_210         2552.6          192.1          389.2          -79.0
     120_120_330_0_270_270_60        25641.2          190.7          389.2          -85.5
    150_330_0_240_120_180_150       278481.0          359.0          389.2          -52.8
     90_120_330_90_150_120_60        14468.5          147.3          389.2          -91.3
   150_330_240_180_150_180_90         3022.4          333.8          389.2          -55.3
    90_120_180_240_180_210_90        33763.6          352.6          389.2          -84.1
  120_120_330_180_270_210_210        27887.0          204.0          389.2          -85.2
     90_90_270_210_270_210_60       131861.3          146.4          389.3          -66.3
    120_0_330_180_120_180_150         7612.6          290.6          389.3          -76.2
    150_330_330_90_150_180_30        16948.3          656.7          389.3          -76.5
   150_150_330_90_150_180_210        21969.7          141.8          389.3          -77.6
   150_150_300_150_120_180_90         4501.1          167.5          389.3          -60.2
    150_0_330_180_150_150_150         3640.2          190.2          389.3          -87.7
  150_330_330_240_180_150_150         8864.1          638.8          389.3          -82.3
     150_330_0_240_120_180_90       278461.5          354.2          389.3          -54.0
   120_120_330_240_120_180_90         6235.0          151.5          389.4          -80.7
     90_120_330_0_270_180_180        23167.7          235.3          389.4          -77.7
  120_120_330_180_120_210_210         7070.2          241.3          389.4          -93.7
  180_120_330_180_120_180_240        33835.5         1158.0          389.4          -72.2
    120_0_330_180_150_180_180         5612.8          250.2          389.4          -72.4
  150_150_330_240_120_180_210         4070.6          182.3          389.4          -80.0
  120_330_330_180_150_150_270         8612.2         2580.2          389.4          -78.4
     120_0_300_150_150_180_90       172834.1          287.5          389.5          -78.4
     90_120_330_90_90_150_180        13986.5          165.3          389.5          -75.1
  150_330_330_240_180_210_210         8760.7          703.7          389.5          -90.5
        120_180_0_60_0_180_30        63271.0         1897.9          389.5          -91.0
   120_120_330_180_90_210_330         6012.0          119.7          389.5          -79.1
   90_120_330_180_150_210_180         2676.3          245.6          389.5          -86.0
    150_330_330_0_120_180_150         5595.0          663.2          389.5          -66.1
   120_120_330_90_150_180_180        16493.8          131.8          389.5          -76.9
       120_150_0_60_0_210_210        58467.8         1853.9          389.5          -59.4
    150_150_330_0_270_210_210        23133.2          200.7          389.5          -85.3
    60_240_300_150_120_180_90         8419.6          455.4          389.5          -57.4
  120_180_330_180_150_150_210         2032.0          332.8          389.5          -97.7
      90_0_270_210_120_180_90        72220.8          172.8          389.6          -55.7
      90_0_300_150_120_210_60       217716.9          201.7          389.6          -78.8
   120_120_180_90_180_210_210         9248.0          256.6          389.6          -88.3
    120_180_330_0_120_180_240        33315.9         1356.7          389.6          -78.1
  120_120_330_180_150_120_210         5329.7           99.8          389.6         -102.4
  180_120_330_180_150_180_120         2130.9          100.0          389.6          -73.1
  120_330_330_180_120_180_240        37315.7         1478.7          389.6          -72.2
  150_330_330_240_150_150_270        11492.1         2747.5          389.7          -86.0
  120_150_330_120_150_180_210        26059.1          256.1          389.7          -73.5
   150_270_300_150_120_180_90        29092.3          279.6          389.7          -56.7
   120_270_300_150_120_210_60        30005.1          395.1          389.7          -77.0
  120_180_240_150_120_180_210         5921.0          422.1          389.7          -60.3
    120_330_330_90_150_180_30        17583.5          488.1          389.7          -73.0
  150_330_270_240_120_180_210        11977.1          390.2          389.7          -56.4
       150_150_0_60_0_180_210        57334.3         1682.0          389.7          -70.1
   150_330_330_240_90_210_150         9205.9          585.3          389.7          -69.1
      90_0_330_180_150_120_30        48138.6          197.6          389.7          -79.8
    150_0_330_180_150_180_150         3627.5          185.0          389.7          -75.8
  120_270_330_180_120_180_210         4920.1          317.5          389.7          -70.1
  150_150_270_210_120_180_210        19079.7          447.5          389.7          -52.2
   150_150_330_120_120_180_90        27307.2          235.6          389.8          -66.9
   150_150_330_240_150_180_90         1723.5           95.9          389.8          -74.7
    120_180_330_0_120_210_210         3271.3          437.1          389.8          -89.0
      90_120_180_0_270_240_90       169358.5          272.3          389.8          -79.0
   150_330_240_180_120_180_90         4111.5          402.8          389.8          -54.2
    150_330_330_90_90_210_150        17283.8          624.6          389.8          -65.6
   180_120_330_180_150_210_60         2420.9          129.8          389.8          -79.8
    120_180_330_180_90_210_60         3355.2          313.4          389.8          -74.0
   120_150_270_60_120_180_210        26470.1          641.1          389.9          -55.0
    120_120_330_90_90_210_120        17379.3          142.9          389.9          -70.9
     150_150_330_0_90_210_210         2015.8          131.9          389.9          -74.2
      120_0_330_90_150_180_30        24508.5          288.1          390.0          -72.8
     90_0_300_150_120_180_240       247003.4         1173.9          390.0          -67.2
     120_120_330_0_150_180_90         3623.6           89.4          390.0          -74.4
     90_120_330_240_150_180_0         1682.0          143.5          390.1          -85.9
   150_330_330_240_150_120_30         9372.5          610.5          390.1          -93.2
     120_0_300_150_120_120_30       175358.1          254.6          390.1          -82.3
    180_120_330_0_120_180_330         2886.5          150.9          390.1          -66.8
     120_180_330_0_270_210_60        23096.4          359.4          390.1          -84.6
     150_180_330_0_120_180_90         3242.2          194.8          390.1          -63.7
    120_330_330_180_150_180_0         5625.8          448.0          390.1          -67.0
   150_270_330_180_150_180_30         2218.9          140.1          390.1          -64.1
    120_180_330_90_150_180_30        15622.2          351.3          390.1          -78.8
  150_330_240_150_120_300_150       143725.2          341.2          390.1          -49.8
  150_330_330_180_120_300_210         6845.2          617.9          390.2          -77.9
     90_120_240_60_120_180_90         5866.5         1256.5          390.2          -70.6
    120_0_300_150_120_180_240       205025.3         1242.6          390.2          -81.7
  180_120_330_180_150_150_330         2186.6          123.9          390.2          -90.9
     150_330_330_0_120_180_30         6024.7          700.3          390.2          -70.4
  150_180_330_180_150_180_300         2290.6          213.6          390.2          -59.2
    180_120_330_0_120_180_180         3673.9          181.7          390.2          -65.4
  150_330_270_210_120_180_210        15866.6          382.7          390.2          -54.9
   150_150_330_120_150_180_90        25230.0          159.9          390.2          -69.2
    150_330_330_180_150_150_0         4991.3          636.0          390.2          -81.9
   150_330_330_180_150_210_90         5070.6          635.0          390.2          -76.0
  120_120_330_240_120_180_180         6277.3          184.7          390.3          -80.3
    120_270_330_180_90_210_60         4096.7          225.7          390.3          -67.0
      90_120_330_0_270_210_90        23006.3          191.2          390.3          -85.9
  150_330_330_150_120_180_150       142872.4          684.3          390.3          -56.4
   90_330_330_180_150_150_150         6785.8          676.8          390.3          -73.6
   120_180_330_180_120_120_30         4007.6          349.2          390.3          -75.8
     120_270_330_0_120_180_30         5372.1          310.1          390.3          -66.1
   120_270_300_150_120_180_90        29593.5          379.1          390.4          -64.2
   150_330_330_180_150_240_90         4984.9          608.8          390.4          -85.5
      150_330_0_240_0_210_210        24547.3         1693.7          390.4          -54.4
   90_120_330_180_150_180_210         2560.8          171.5          390.4          -90.7
    150_330_330_240_90_210_60         9497.7          574.6          390.4          -77.2
   120_150_330_90_150_180_210        22550.7          214.4          390.4          -75.7
   150_330_330_180_150_120_60         5394.1          592.3          390.4          -88.5
  150_330_330_180_150_180_180         4967.9          636.8          390.4          -71.2
  150_180_300_150_120_210_210         5079.8          258.7          390.4          -73.0
     150_330_330_90_90_210_60        17575.6          613.9          390.5          -73.7
    150_330_0_240_150_180_210         6375.0          362.8          390.5          -52.3
      120_180_330_0_90_210_60         1979.1          290.7          390.5          -73.5
   120_330_330_240_150_120_30        10007.7          441.9          390.5          -89.7
  180_120_330_180_150_150_180         2867.3          128.1          390.5          -89.2
     120_180_330_0_120_300_30         2966.9          325.6          390.5          -80.0
     90_120_330_0_120_180_330         3131.7          195.1          390.5          -75.8
  120_150_330_240_120_180_210         4651.6          254.9          390.6          -78.1
    150_330_330_90_120_180_90        18570.6          684.1          390.6          -71.0
        150_150_0_60_0_300_90        57021.3         1658.3          390.6          -59.4
   150_150_330_180_120_180_30         4182.4          184.6          390.6          -75.0
  120_120_330_180_150_120_120         5331.0          117.5          390.6          -97.5
      90_120_330_0_150_120_60         1640.6          138.1          390.6          -88.4
   120_330_330_180_150_180_60         5571.0          439.1          390.6          -65.4
   120_120_330_180_120_180_60         6824.8          186.6          390.6          -76.9
    120_150_330_0_270_210_210        23714.2          273.3          390.6          -83.4
     120_330_330_0_120_180_30         6659.9          531.7          390.6          -66.9
    120_90_270_210_270_210_60       131418.7          186.0          390.6          -68.3
   150_330_240_300_120_180_90         3634.3          395.8          390.6          -49.5
   90_120_330_180_150_150_330         2431.8          168.1          390.7          -99.9
    120_180_300_150_60_120_30        74339.5          352.8          390.7          -71.1
     90_120_330_0_270_150_180        23602.1          195.1          390.7          -85.5
   120_120_330_90_120_180_330        18529.4          175.8          390.7          -78.3
      90_120_330_90_150_180_0        13997.5          153.4          390.7          -81.6
    90_120_330_240_120_210_60         4191.4          216.1          390.7          -92.7
       90_120_330_0_90_210_90         1889.0          122.5          390.7          -74.8
   90_330_330_180_150_180_150         6773.1          671.6          390.7          -61.7
    120_180_330_0_270_180_210        23240.2          401.8          390.7          -85.5
  120_180_330_180_150_180_300         2055.9          387.7          390.7          -71.2
    120_120_330_0_270_210_240        25514.5          180.3          390.8          -85.5
   120_330_240_150_120_240_90       144475.2          170.2          390.8          -49.0
  150_330_270_240_120_180_150        11750.6          368.6          390.8          -52.7
   120_330_330_180_150_150_60         5583.0          443.5          390.8          -78.4
       120_150_0_60_0_180_210        57915.3         1754.6          390.8          -68.2
     150_330_0_240_90_210_150        14845.5          357.9          390.8          -43.6
  120_150_270_210_120_180_210        19660.7          520.1          390.9          -50.3
     150_0_330_180_120_180_90         5641.9          280.8          390.9          -80.5
    90_120_270_240_120_180_90         6906.3          228.0          390.9          -67.8
  150_150_330_180_150_210_210         2374.5          179.0          390.9          -80.2
       90_0_330_180_90_210_90        48786.3          197.1          390.9          -66.5
    120_120_330_0_150_180_180         3665.9          122.6          390.9          -74.0
   150_330_270_210_300_240_90        11539.0          428.0          390.9          -56.5
    90_120_330_180_90_210_240         3523.4          188.1          390.9          -78.1
     30_120_330_180_150_180_0         2185.8          193.1          391.0          -87.0
       90_0_330_90_150_180_90        66452.5          198.8          391.0          -67.6
  150_180_300_150_150_180_210         2603.8          228.3          391.0          -62.0
   150_150_270_210_300_150_90        15496.0          504.6          391.0          -51.2
  120_180_300_150_120_180_240        34896.6         1361.2          391.0          -74.6
    150_150_330_90_150_180_90        21721.7          118.3          391.0          -71.4
   150_330_330_150_120_180_30       143302.1          721.4          391.0          -60.7
  120_180_330_180_150_180_120         2260.4          310.6          391.0          -78.0
   120_120_330_180_150_150_90         4860.0          129.1          391.0          -93.7
     120_150_330_0_90_210_210         2596.8          204.5          391.0          -72.3
     90_180_330_0_150_180_180          980.2          145.1          391.0          -75.2
      90_120_330_0_120_120_60         3199.9          164.8          391.0          -67.8
   90_330_330_180_150_150_180         6395.3          676.1          391.1          -75.2
  150_270_330_180_150_180_210         2436.7          143.6          391.1          -64.6
   90_120_330_180_150_120_240         2957.4          153.1          391.1         -100.5
     120_120_330_0_270_180_30        25638.6          177.0          391.1          -83.5
   150_150_330_240_90_210_210         2635.8          141.5          391.1          -74.3
      30_120_330_90_90_210_60        14937.0          174.9          391.1          -74.1
   150_150_330_240_120_180_90         3822.5          158.7          391.1          -73.8
     120_120_330_0_90_210_240         4397.1          111.5          391.2          -74.4
  120_120_180_240_180_210_210        36309.9          357.3          391.2          -77.4
    150_180_330_0_180_210_210         2276.6          184.5          391.2          -80.9
    120_180_330_0_150_180_180         1056.8          342.6          391.2          -82.9
      90_120_330_0_240_210_60         4183.0          191.0          391.3          -72.1
   120_180_330_150_120_180_30         2841.5          405.9          391.3          -54.5
    120_120_330_0_120_270_330         5547.0          116.4          391.3          -80.3
  150_330_270_210_120_180_150        15640.1          361.1          391.3          -51.2
     90_0_330_180_150_180_240        77313.3         1137.8          391.3          -60.9
     120_120_330_0_120_270_60         5573.3          121.0          391.3          -76.6
   150_330_330_150_150_180_90       140855.3          608.9          391.3          -60.7
      30_0_330_180_150_180_30         4161.7          334.4          391.4          -57.0
    90_120_330_180_90_150_180         2685.4          168.7          391.4          -80.1
    120_120_330_90_180_210_60        17677.9          124.0          391.4          -94.1
   120_120_330_240_150_210_60         4500.4          124.1          391.4          -86.2
   120_150_270_210_300_180_90        15161.7          620.6          391.4          -54.0
   120_330_330_150_120_180_30       143937.3          552.8          391.4          -57.2
     90_120_330_240_120_180_0         3781.0          206.3          391.4          -85.0
   120_270_300_150_120_120_30        29638.4          362.7          391.5          -70.9
    120_0_330_180_150_180_240        35335.3         1206.6          391.5          -75.4
    120_120_330_90_270_210_60        61920.9          140.5          391.5          -77.0
    90_180_330_180_120_180_30         3898.7          203.7          391.5          -70.9
     120_180_330_0_180_180_30         1977.4          317.8          391.5          -86.4
    150_150_270_60_300_180_90        25852.8          678.0          391.6          -57.3
    150_0_300_150_120_180_150       173322.1          221.7          391.6          -82.7
   150_330_240_180_120_240_90         4131.3          367.9          391.6          -59.2
  120_120_330_240_150_150_330         4256.5          120.4          391.6          -97.5
    90_210_330_180_150_180_90         2571.2          156.5          391.6          -58.4
     150_0_300_150_150_180_90       170883.0          256.4          391.6          -83.5
    90_120_330_240_90_210_180         2702.8          206.3          391.6          -76.9
    120_150_330_0_120_180_330         3820.3          229.6          391.6          -78.0
     60_0_330_180_150_150_150         4023.8          194.8          391.6          -73.1
   150_330_330_90_150_180_270        19270.7          694.1          391.7          -70.5
  120_150_330_180_150_150_330         2895.1          190.8          391.7          -91.3
  120_330_330_240_150_150_150         9154.0          425.1          391.7          -87.4
      120_150_0_60_150_180_30         9520.4          501.9          391.7          -59.9
   150_330_300_150_150_180_90       143007.5          493.7          391.7          -61.5
     120_150_330_0_150_180_30         1801.1          192.8          391.7          -80.4
   150_180_300_150_120_180_90         4825.6          197.7          391.7          -60.2
      150_330_0_240_0_180_210        23994.8         1594.4          391.7          -63.2
     90_120_330_0_270_180_240        52874.3         1187.3          391.7          -78.4
   150_330_330_90_120_180_150        18590.7          691.3          391.7          -69.9
  150_180_300_150_120_180_150         4827.5          207.6          391.7          -57.4
    120_120_330_90_90_210_180        17512.3          172.5          391.8          -70.2
    90_120_330_180_150_210_90         2472.9          181.3          391.8          -91.6
    120_120_330_90_120_180_90        18523.6          170.3          391.8          -75.0
  180_120_330_180_120_180_330         4074.8          172.8          391.8          -76.5
   180_120_330_180_150_180_30         2101.1          129.2          391.8          -82.5
   120_120_330_180_90_210_120         6078.1          146.2          391.8          -75.9
    150_180_330_0_120_180_300         3354.2          276.6          391.8          -55.4
  150_330_330_240_120_210_210        10805.4          717.8          391.8          -86.6
  150_330_330_240_150_150_210         8530.7          613.7          391.8          -92.4
     90_120_180_90_270_240_90       191727.0          195.8          391.9          -83.0
    150_330_330_0_270_210_210        25517.3          704.1          391.9          -77.1
    90_120_330_180_150_240_90         2387.1          155.0          391.9         -101.1
  150_180_330_180_120_180_150         4181.5          214.5          391.9          -62.3
  180_120_330_180_120_180_180         4862.2          203.6          391.9          -75.1
      90_120_330_90_60_270_60        15505.6          154.0          391.9          -81.6
      90_120_330_0_270_120_60       107531.2          232.2          391.9          -79.0
   180_120_330_180_150_120_60         2543.4          104.7          391.9          -88.6
   150_150_270_210_270_240_90       126418.6          380.3          391.9          -48.5
    180_120_330_240_90_210_60         2447.4           90.5          391.9          -70.7
  120_330_240_150_120_300_210       144379.2          170.8          392.0          -46.1
   150_330_330_180_150_150_30         5379.1          637.5          392.0          -81.1
      90_0_330_180_150_210_60        47972.1          183.4          392.0          -67.0
   150_330_330_240_90_150_150         8431.5          575.7          392.0          -71.3
     120_120_180_0_180_210_60        10387.1          246.6          392.0          -70.9
   120_120_330_240_150_120_30         4657.4          100.5          392.0         -102.6
     90_120_240_60_120_240_90         5886.4         1221.7          392.0          -75.6
  120_150_330_180_150_210_210         2955.5          251.6          392.0          -78.3
    120_150_330_90_120_180_30        24393.4          276.3          392.0          -74.4
    150_330_0_240_120_180_210       278711.0          382.9          392.0          -56.8
  150_180_330_180_150_150_210         2266.0          158.0          392.0          -87.7
     90_120_330_90_240_210_60        17810.0          535.4          392.0          -76.0
     60_0_330_180_150_180_150         4011.1          189.6          392.0          -61.2
    150_330_330_90_90_150_150        16509.5          615.1          392.1          -67.8
      90_120_180_0_270_210_60       169559.5          288.3          392.1          -70.8
    120_120_330_90_150_210_60        16815.9          134.0          392.1          -81.9
  120_330_330_240_150_180_150         9141.3          419.9          392.1          -75.5
     90_90_270_210_300_180_90        19812.6          307.3          392.1          -71.2
     120_180_330_0_240_180_30         3569.1          365.6          392.1          -76.7
    90_120_270_210_300_180_90         9766.2          330.6          392.1          -74.8
  150_330_330_150_150_150_150       140888.1          621.3          392.1          -71.5
       90_120_330_0_150_180_0         1169.6          144.2          392.1          -78.7
    150_150_330_0_150_180_210         1449.6          130.1          392.1          -81.3
      120_30_30_60_150_180_30       134394.1          217.8          392.1          -56.6
  120_330_240_150_120_210_210       144712.9          285.9          392.1          -50.4
    120_0_330_180_120_180_120         7612.1          293.7          392.1          -69.6
  150_180_240_150_120_180_210         6154.9          247.2          392.2          -50.3
  120_150_330_180_150_180_240        32525.4         1164.9          392.2          -81.7
   120_150_330_240_90_210_210         3216.8          214.1          392.2          -72.4
  120_120_330_180_150_210_240         4981.0          170.3          392.2          -91.2
   120_120_330_90_150_150_330        16572.0          130.3          392.2          -93.2
      120_180_0_60_150_180_30        15105.5          655.0          392.2          -80.8
   90_120_330_180_120_180_330         4320.0          217.0          392.2          -85.5
    120_180_330_90_90_210_210        16524.4          388.7          392.2          -75.0
    150_150_270_60_150_180_90        23104.2          555.0          392.3          -47.3
    150_180_330_0_120_210_210         3505.3          262.3          392.3          -79.0
     150_330_330_0_90_210_210         4399.9          635.3          392.3          -66.0
    90_120_330_240_150_180_60         1693.0          156.5          392.3          -77.2
    120_0_300_150_120_180_210       175517.7          286.5          392.3          -78.3
  150_330_240_150_150_180_270       145486.8          394.1          392.3          -50.1
    150_330_330_240_90_210_90         9296.7          592.2          392.3          -73.5
        90_0_330_90_90_210_60        67555.9          178.2          392.3          -56.2
   120_180_240_150_150_180_30         4602.9          347.2          392.4          -61.0
    120_180_330_0_120_180_300         3119.6          450.8          392.4          -67.4
   120_330_330_90_150_180_210        17391.8          475.6          392.4          -69.5
     120_0_300_210_120_180_30       236909.9          286.7          392.4          -67.5
     150_330_330_90_90_210_90        17374.6          631.5          392.4          -70.0
   120_330_330_180_150_150_30         6014.3          468.9          392.4          -77.6
     90_120_270_60_120_180_90        15491.6          319.2          392.4          -77.3
     90_120_330_0_120_150_180         3104.4          171.5          392.4          -76.8
    150_330_330_90_120_180_30        19020.4          728.4          392.4          -74.2
   120_270_330_90_150_180_210        22386.0          274.7          392.4          -66.8
   150_330_240_300_120_240_90         3654.2          361.0          392.4          -54.5
   90_330_330_180_120_180_180         8390.2          751.6          392.4          -61.1
   150_150_330_90_120_180_210        24041.9          213.6          392.5          -75.3
      60_0_330_180_150_180_30         4081.5          260.9          392.5          -63.4
     150_150_0_60_150_180_210         9168.7          439.0          392.5          -59.9
      90_120_330_0_60_150_180         3347.9          149.4          392.5          -76.6
    90_120_330_240_150_150_60         1704.9          160.8          392.5          -90.2
      60_0_330_180_120_180_90         5943.8          307.8          392.5          -64.1
  150_330_330_150_150_180_150       140875.4          616.1          392.5          -59.6
    90_330_330_180_150_210_60         6718.3          659.8          392.5          -69.3
      120_150_0_60_120_180_30       281820.1          533.8          392.5          -63.0
    150_330_330_0_120_180_270         8347.1          737.7          392.6          -64.4
   30_120_330_180_150_180_210         2561.3          296.2          392.6          -83.1
  120_330_240_150_120_180_150       144518.7          218.6          392.6          -49.2
  150_330_300_150_120_210_210       145732.8          553.1          392.6          -75.0
    180_120_330_180_150_150_0         2114.1          122.7          392.6          -88.6
    120_120_330_90_150_120_30        16972.8          110.3          392.6          -98.3
    120_180_330_0_120_180_120         3324.1          373.7          392.6          -74.2
  150_120_330_180_150_180_210         3118.7          225.7          392.6          -80.5
    90_120_270_210_270_210_60       121828.6          174.3          392.6          -64.8
  120_270_330_180_150_180_240        32454.6         1212.3          392.6          -74.4
   120_270_330_180_90_210_210         3937.2          284.1          392.6          -63.7
    90_120_330_180_150_120_30         2865.5          163.5          392.6         -104.7
  150_330_240_150_120_180_240       173584.4         1371.6          392.6          -52.2
   180_180_330_180_150_180_30         2588.6          122.0          392.6          -67.4
   120_120_330_90_120_180_180        18565.9          203.5          392.7          -74.6
    120_120_330_0_270_210_330        25504.2          155.9          392.7          -82.0
      90_270_330_90_90_210_60        23966.2          271.9          392.7          -50.5
   150_210_330_180_120_180_90         4288.5          192.8          392.7          -67.1
    90_120_330_180_120_120_60         4388.2          186.7          392.7          -77.5
  120_270_300_150_120_210_210        29846.5          453.9          392.8          -72.5
     120_150_330_0_120_180_90         3789.4          225.9          392.8          -71.2
      120_0_300_150_60_120_30       245066.2          268.6          392.8          -78.5
    120_330_330_90_120_180_30        19655.6          559.8          392.9          -70.7
  150_270_300_150_120_180_210        29338.7          308.4          392.9          -59.3
   120_210_330_180_120_180_30         4421.1          217.1          392.9          -67.8
   150_150_270_300_120_180_90        17519.8          440.9          392.9          -50.0
    120_0_300_150_150_180_150       172855.6          268.5          392.9          -79.8
    120_270_330_90_150_120_30        22656.7          256.2          392.9          -83.7
      90_120_330_90_90_240_90        14005.4          149.8          392.9          -84.8
     90_120_330_90_150_180_60        14008.5          166.4          392.9          -72.9
   150_330_330_180_90_210_270         6101.3          613.7          392.9          -61.4
  120_330_330_180_270_210_210        28634.0          529.5          392.9          -65.2
  120_180_300_150_120_180_150         4645.4          382.6          392.9          -74.9
  120_120_330_180_120_270_330         6735.3          138.3          393.0          -90.0
  120_120_330_240_150_180_120         4194.6           96.8          393.0          -81.5
    120_0_300_150_120_180_180       175311.6          290.1          393.0          -78.7
   150_120_330_180_150_180_90         2866.2          199.5          393.0          -75.7
      90_0_270_210_300_180_90        67962.9          308.8          393.0          -64.2
    150_330_330_180_120_180_0         6953.8          691.4          393.0          -70.6
   120_120_330_180_120_270_60         6761.6          142.9          393.0          -86.3
    120_120_330_240_150_180_0         4166.9           97.2          393.0          -83.9
     30_120_330_180_90_210_60         3635.9          178.3          393.0          -79.1
    90_240_300_150_150_180_90         5978.7          436.5          393.0          -60.9
  120_330_330_180_120_210_210         7817.2          566.8          393.1          -73.7
  120_180_330_180_120_180_150         3999.4          389.5          393.1          -79.8
     120_120_330_0_90_210_330         4386.8           87.1          393.1          -70.9
     90_120_330_90_120_210_60        16480.0          234.9          393.1          -87.0
      120_180_0_60_120_180_30       287405.2          686.9          393.1          -83.9
   120_120_330_90_180_210_210        17523.9          181.9          393.1          -94.5
     90_120_330_90_150_150_60        14020.4          170.7          393.1          -85.9
    120_120_330_90_60_150_330        18128.3          132.0          393.1          -85.4
      120_0_330_90_120_180_30        26580.6          359.8          393.1          -70.5
  120_120_330_240_150_210_210         4346.4          182.0          393.1          -86.6
  150_330_300_150_150_180_210       143256.8          522.7          393.2          -64.0
  120_180_300_150_150_210_210         2335.3          459.1          393.2          -71.1
      120_330_0_240_90_210_60        15776.8          179.6          393.2          -47.1
   120_180_240_150_120_300_30         5631.3          355.0          393.2          -56.5
  150_330_240_150_120_210_150       143941.4          409.7          393.2          -54.4
  150_150_270_210_300_180_210        14821.8          583.5          393.2          -60.7
   150_330_330_150_150_180_30       141305.1          653.2          393.2          -63.9
    120_150_330_0_150_180_210         2030.6          202.7          393.2          -79.4
    150_180_330_0_270_180_210        23474.1          226.9          393.2          -75.5
   120_120_330_90_270_210_210        61766.9          198.4          393.2          -77.4
    90_330_330_180_120_180_90         8319.8          695.6          393.2          -60.7
   150_330_240_180_150_240_90         3105.9          350.4          393.2          -69.2
   150_330_330_180_90_180_210         5676.4          628.2          393.2          -64.7
     90_0_300_150_150_150_150       215238.7          259.5          393.3          -71.4
  120_150_330_180_120_180_330         4783.4          239.8          393.3          -76.9
